,sta0_datasz,sta10_datasz,sta2_datasz,sta4_datasz,sta3_datasz,sta1_datasz,sta6_datasz,sta5_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta8,training_time_sta8,host_consumption_sta4,training_time_sta4,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta9,training_time_sta9,host_consumption_sta1,training_time_sta1,host_consumption_sta7,training_time_sta7,consumption_sta8,consumption_sta4,consumption_sta10,consumption_sta9,consumption_sta6,consumption_sta1,consumption_sta2,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta7,mean_acc,host_consumption_sta0,training_time_sta0,host_consumption_sta5,training_time_sta5,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2
42,,,,,,,,,,,,,,213405460.0,3.8311874866485596,,,,,,,449765267,8.781872034072876,714116886,20.62659978866577,19525.36666589347,17897.006554209533,20043.257840841055,19674.822743659537,17841.076720174446,15343.921578619555,17782.105477144294,16150.472378979932,17696.719325215985,17491.34574213189,16449.4454769285,0.957434589212591,470772477.0,9.268494844436646,585753750.0,13.084375143051147,548204041.0,11.637793064117432,492020652.0,9.803539276123047
43,,,,,,,,,,,,,,,,,,,,,,415388341,8.704034805297852,559616793,13.526130437850952,19993.172754838502,18446.5980085435,20566.736728887074,20141.346676705536,18248.820607898393,15827.697469809274,18563.74273850909,16626.81879393704,18248.910859152154,18059.999092455542,16937.58208612772,0.9713016423312101,432946219.0,9.104987621307373,677772923.0,20.61502957344055,509906898.0,11.500870943069458,457482837.0,9.7191801071167
44,,,,,,,,,,,,,,,,,,452774110.0,10.879887104034424,,,422077289,10.052963972091675,520098889,13.252440690994263,20406.249818820936,18723.427066800075,20999.27485048343,20534.543958103382,18631.367865331027,16127.108466415573,18974.077729238365,16947.08666858298,18627.88055152091,18408.40955143477,17304.240014089897,0.9597892436114225,432844595.0,10.316861629486084,511813082.0,12.941486120223999,524753600.0,13.459108591079712,,
45,,,,,,,,,,,,,,,,,,448392956.0,10.833441495895386,,,420013146,10.054185152053833,520889658,13.343976259231567,21054.796774433682,19078.08038469201,21587.416049561532,21101.223496331306,19156.69811941694,16583.11615117644,19394.512945918163,17430.94215491383,19112.229202486033,18936.217754983758,17743.065884214368,0.9223127148368142,430562008.0,10.326613664627075,513197417.0,13.036406755447388,639971445.0,20.61275839805603,,
46,,,,,,,,,,,,,,196393601.0,3.7700889110565186,,,684617022.0,20.64316701889038,,,465980009,10.124465227127075,558053381,13.185896396636963,21644.399317002444,19718.19284640715,22184.747715911737,21673.15025939716,19796.279831200733,17017.16460303476,19785.59508054259,17908.117805154154,19685.262204123435,19382.30481886111,18266.55536041921,0.9259296980771151,480390372.0,10.471251726150513,684748552.0,20.652278900146484,568181224.0,13.67388105392456,,
47,,,,,,,,,,,,,,171465626.0,3.6747312545776367,,,,,,,401797738,9.919132232666016,493693805,13.067590951919556,22026.112347213708,20224.05176468217,22620.922542884015,22079.742474938663,20173.97868627225,17229.42344259737,20095.40586431551,18256.316412671902,20075.8188893365,19733.39380460177,18600.079943977587,0.9284119009971619,410944138.0,10.17400574684143,485846351.0,12.748758554458618,502827692.0,13.480874300003052,,
48,,,,,,,,,,,,,,,,,,,,,,410059741,8.67259931564331,555825908,13.548994302749634,22446.118273220432,20611.287858164047,23039.383225059635,22494.82841551776,20461.36338197191,17553.913120414763,20500.23375439009,18628.070454290682,20450.915448050637,20121.853468562855,18917.313080025582,0.9531901316209273,425452951.0,9.0412757396698,555594708.0,13.530845403671265,502806452.0,11.432487726211548,449813241.0,9.653885126113892
49,,,,,,,,,,,,,,,,,,449319651.0,10.912882089614868,,,418003752,10.06968092918396,517381000,13.271303176879883,22876.293074069592,20915.043870602058,23476.67093526629,22907.261502656565,20815.005973361935,17875.823593143552,20966.456529752657,18969.176460857423,20832.156026402896,20489.36397237648,19264.910659932753,0.9651680371978066,427739749.0,10.315274238586426,510304602.0,12.99383544921875,525514829.0,13.6530601978302,,
50,,,,,,,,,,,,,,,,,,450445380.0,10.874575853347778,,,421321614,10.081545352935791,518883438,13.252103328704834,23299.012662724603,21221.836268400675,23923.17865387531,23324.760776180734,21236.079341908513,18171.587072207865,21243.551354864685,19215.729875929526,21221.879334270758,20840.924954760416,19619.007390374147,0.9235661300745878,431558160.0,10.33740234375,512319856.0,12.990333795547485,526493404.0,13.601760864257812,,
51,,,,,,,,,,,,,,,,,,,,,,305041333,9.624822616577148,414607337,14.329234838485718,23750.616856059718,21496.875716350092,24355.700446469575,23778.232703870228,21575.011623023016,18487.1047883946,21521.243902240516,19616.532684948193,21553.508238205566,21197.329992667026,19942.923259905197,0.9222592223774303,312324518.0,9.87598466873169,,,390268471.0,13.11439299583435,,
52,,,,,,,,,,,,,,216806208.0,3.834547758102417,,,,,,,515460961,10.400143146514893,593887274,13.33167314529419,24138.51766758253,21904.48552891533,24798.435662213004,24193.365812089683,21881.00513393608,18826.94291196181,21892.193673688962,19979.006252560033,21890.31390100493,21593.86118246722,20288.77198485614,0.9621762145649303,473089365.0,9.196266651153564,588811420.0,13.075673818588257,551506340.0,11.605498790740967,499073002.0,9.851038217544556
53,,,,,,,,,,,,,,243062122.0,4.023361682891846,,,586908104.0,10.829169988632202,,,512419769,9.0622398853302,655829742,13.286414861679077,24526.50451944757,22414.843233198273,25228.756820803203,24576.812891324247,22245.05373896666,19274.412880601194,22398.423740858787,20372.674841529864,22290.195341059738,22005.298864492783,20635.16395622096,0.9775043075734918,534895969.0,9.511313199996948,648695910.0,12.948490142822266,626650617.0,12.098022699356079,562462794.0,10.117722511291504
54,,,,,,,,,,,,,,,,,,453578917.0,10.890688180923462,,,422198870,10.033949613571167,525586423,13.36575984954834,24968.978203658502,22830.823338885057,25640.734761673204,24985.048315487,22653.421953193007,19523.345429688987,22826.832416595324,20714.41604317528,22677.228793696395,22372.810171741916,20979.617720701597,0.9631178649989042,433908313.0,10.32214069366455,516435812.0,13.006089687347412,529451708.0,13.548324823379517,,
55,,,,,,,,,,,,,,,,,,453383300.0,10.892509937286377,,,421193502,10.021198749542236,521283333,13.294011354446411,25396.655851765696,23140.381772362445,26088.6197744347,25367.429512096787,23064.251563217113,19822.289020099644,23139.28707238093,20960.778535964648,23070.630593606813,22720.340143346028,21326.929735493122,0.9315755909139459,433221547.0,10.335891246795654,515153344.0,13.049072980880737,527039484.0,13.560564756393433,,
56,,,,,,,,,,,,,,,,,,641585699.0,20.602953910827637,,,435594771,10.36575984954834,520838511,13.24632716178894,25966.32240862643,23597.5099721526,26651.738964081513,25891.543036885218,23676.62735355544,20275.294442723625,23546.23360360583,21446.628417810618,23644.478260327727,23247.3167644568,21759.432674855136,0.9273284348574552,432272697.0,10.277629613876343,514163662.0,12.968164682388306,528689198.0,13.5869460105896,,
57,,,,,,,,,,,,,,191457213.0,3.655294895172119,,,,,,,401528513,8.555750131607056,532283366,13.772645473480225,26363.092306700644,24062.197698945958,27053.71336866192,26302.83398443823,24039.078294118648,20604.043109070277,23934.82529507729,21804.588231522885,23978.087677150972,23613.656111999546,22095.06727619298,0.9547405297105963,417428252.0,8.973355531692505,,,483191207.0,11.316946268081665,438365760.0,9.535427570343018
