,sta0_datasz,sta1_datasz,sta4_datasz,sta3_datasz,sta2_datasz,sta5_datasz,sta6_datasz,sta8_datasz,sta7_datasz,sta10_datasz,sta9_datasz,T,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta0,training_time_sta0,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2,host_consumption_sta1,training_time_sta1,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta0,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta1,consumption_sta3,consumption_sta5,consumption_sta7,mean_acc,host_consumption_sta9,training_time_sta9,host_consumption_sta5,training_time_sta5,host_consumption_sta7,training_time_sta7
22,,,,,,,,,,,,9.409698138066456e-08,63374716.0,0.5907673835754395,,,97128657.0,0.9409151077270508,128885229.0,1.2630791664123535,150489727.0,1.688398838043213,132391324.0,1.2948822975158691,135134908.0,1.338836669921875,136631730.0,1.3667504787445068,9850.458330025145,8024.541432605212,9362.4812031342,7033.211858712356,9180.021682634939,8948.76695951496,8141.134592126633,6475.066152429359,7518.338591665392,7739.249803491508,6970.543276398909,0.9337978742339395,,,162399608.0,2.0210845470428467,159168111.0,1.9940869808197021
23,,,,,,,,,,,,6.528288030648011e-08,,,38137232.0,0.5795111656188965,76553149.0,1.2774732112884521,69410101.0,1.1145110130310059,,,,,69855840.0,1.1060526371002197,,,10307.222086244696,8228.256450282151,9773.14830827694,7414.581238311132,9681.187154701509,9197.84805271207,8439.894182296872,6767.784137218572,7940.193268924559,8015.365152210411,7237.727887386242,0.9364213239062916,85057522.0,1.642547845840454,,,98555046.0,2.1632280349731445
24,,,,,,,,,,,,9.669677651509494e-08,65570694.0,0.5863988399505615,76773668.0,0.6573803424835205,99221853.0,0.9270668029785156,117088995.0,1.1274070739746094,144442258.0,1.6922688484191895,123038870.0,1.1999449729919434,,,94228945.0,0.8692145347595215,10654.291750728858,8598.341538125305,10187.57288692826,7669.8726124107725,10082.972080186451,9564.735020226692,8635.128266096477,6967.18879479087,8175.044012886063,8286.510731492102,7401.325277239998,0.938403378833424,142558656.0,1.7145094871520996,,,155601469.0,2.0623652935028076
25,,,,,,,,,,,,1.154007152780008e-07,85310512.0,0.7847380638122559,77828170.0,0.6857924461364746,115188487.0,1.0769152641296387,,,151835549.0,1.3690931797027588,157907066.0,1.4525113105773926,170503408.0,1.6563875675201416,112633257.0,1.047175645828247,11042.550157281223,8976.603265390278,10666.418877438637,8060.792240204337,10408.42124179271,9974.486839555837,9012.343603891472,7308.620419122952,8443.321828665665,8653.083729320762,7703.7586422041995,0.9407254186543551,173895063.0,1.857332706451416,163227427.0,1.511240005493164,183208454.0,2.0658576488494873
26,,,,,,,,,,,,1.0670621609921345e-07,83909392.0,0.7565031051635742,85248195.0,0.727344274520874,116477546.0,1.0684669017791748,,,172957992.0,1.7083749771118164,182737447.0,1.9314570426940918,172004992.0,1.6907882690429688,109304285.0,0.9971802234649658,11293.76934399512,9367.72789772823,11077.159009095027,8452.733483999924,10707.152107461867,10377.4419789227,9447.512859000039,7522.216804618555,8650.609250986367,8906.548151558922,8031.965650121487,0.9429747787388888,169587518.0,1.6750686168670654,158221824.0,1.461747169494629,148159716.0,1.3358755111694336
27,,,,,,,,,,,,1.5259162125076857e-07,61037441.0,0.5931892395019531,,,90407850.0,0.9189510345458984,114911876.0,1.142993688583374,142783631.0,1.6864118576049805,122176872.0,1.2592179775238037,,,131537749.0,1.4310379028320312,11760.926322085761,9717.06945258973,11474.594110667842,8614.74314645073,11106.676432491233,10815.647997685595,9837.78015432881,7780.206539834274,9003.098100031435,9323.958594033633,8400.895802740555,0.9448144164952365,141375126.0,1.6838321685791016,155975430.0,2.018383026123047,155302825.0,2.029975414276123
28,,,,,,,,,,,,1.04285730290587e-07,73009029.0,0.6786289215087891,84238371.0,0.7299478054046631,107763640.0,1.015733003616333,,,165037602.0,1.7174339294433594,174709392.0,1.949070692062378,159949725.0,1.631990909576416,111169271.0,1.020493507385254,12161.551675733996,9900.506857522192,11769.380247496936,9020.173037090432,11454.439244933632,11058.621891553747,10164.371045679802,8090.221596056915,9353.220956538036,9617.017490551052,8573.664581589406,0.9470211700959639,161088882.0,1.66522216796875,175897377.0,2.0028579235076904,140184639.0,1.3258953094482422
29,,,,,,,,,,,,8.507377876354303e-08,75329459.0,0.7252287864685059,81367162.0,0.7482199668884277,107273590.0,1.0401813983917236,150635661.0,1.3828823566436768,147944933.0,1.3580608367919922,148586839.0,1.3874468803405762,167981687.0,1.6422631740570068,110890463.0,1.0617735385894775,12421.055619459517,10192.305631838775,12258.103852684879,9399.860719505601,11709.746417215954,11473.344125864804,10383.791212139242,8436.63266684768,9526.195417907062,9799.923709802635,8808.496408544874,0.9485522020946849,,,163675912.0,1.5609767436981201,154372224.0,1.4263479709625244
30,,,,,,,,,,,,8.483949143521167e-08,66784192.0,0.6938250064849854,78455731.0,0.7886772155761719,124016589.0,1.4295485019683838,,,135575459.0,1.7493858337402344,115171092.0,1.2596747875213623,119873473.0,1.3365483283996582,79985086.0,0.8525500297546387,12918.76585230539,10435.94244842788,12581.6842918739,9556.517223896855,12072.911335716633,11756.255677284722,10843.673915567451,8590.370499300132,9793.455220974201,10201.5533309313,9216.84937122106,0.9498992508107965,,,145979973.0,2.038538932800293,144143613.0,2.0151665210723877
31,,,,,,,,,,,,8.583965074226716e-08,69825138.0,0.6406044960021973,69560979.0,0.6035778522491455,100634752.0,0.9621267318725586,121296015.0,1.2050275802612305,,,150136456.0,1.8155934810638428,141770999.0,1.5794563293457031,94215579.0,0.8884720802307129,13344.997068756893,10760.76497050966,12980.804848798141,9844.196675471592,12521.958205026514,12104.0173668488,11063.39764790012,8928.128460741975,10126.888860856277,10527.402325147252,9405.316374977818,0.9518338983709161,,,153464512.0,1.955989122390747,126390179.0,1.2712712287902832
