,sta0_datasz,sta1_datasz,sta10_datasz,sta2_datasz,sta4_datasz,sta5_datasz,sta6_datasz,sta3_datasz,sta8_datasz,sta9_datasz,sta7_datasz,host_consumption_sta4,training_time_sta4,host_consumption_sta8,training_time_sta8,host_consumption_sta10,training_time_sta10,host_consumption_sta6,training_time_sta6,host_consumption_sta1,training_time_sta1,host_consumption_sta7,training_time_sta7,consumption_sta4,consumption_sta8,consumption_sta10,consumption_sta2,consumption_sta9,consumption_sta6,consumption_sta1,consumption_sta0,consumption_sta5,consumption_sta3,consumption_sta7,mean_acc,host_consumption_sta0,training_time_sta0,host_consumption_sta5,training_time_sta5,host_consumption_sta3,training_time_sta3,host_consumption_sta2,training_time_sta2
60,,,,,,,,,,,,,,,,,,453552183.0,11.035430908203125,415392187,9.963993787765503,513257902,13.099942207336426,25475.708751756672,27821.608989274013,28796.169860384794,25434.716356423625,28018.99953617678,25335.784067913006,21607.445043814045,22957.64697372675,25424.683245023283,24943.20673555505,23612.51251484826,0.9322228052399375,430253782.0,10.356576204299927,508640177.0,12.919671535491943,528000296.0,13.767376184463501,,
61,,,,,,,,,,,,,,,,,,394909206.0,10.75353741645813,361843495,9.708996534347534,449619881,13.068721532821655,25773.574503750784,28151.185324265,29235.943486783774,25717.245713515957,28431.868943494588,25748.646482666674,21916.44909552363,23288.298658138036,25776.891946593478,25299.47027913233,23949.94050881819,0.9245903058485552,375477372.0,10.109605073928833,,,459276840.0,13.496408462524414,,
62,,,,,,,,,,,,,,,,,,499462039.0,10.969666242599487,421529072,8.764579057693481,548413757,13.263124227523804,26131.192957690153,28732.984136096733,29853.763921019938,26386.572015693248,29050.227347563145,26287.02008582476,22432.952305636296,23836.654772732956,26184.11742466754,25864.782662007372,24365.67176422575,0.9505188627676531,434086962.0,9.04474139213562,,,671734242.0,20.620953798294067,481056264.0,10.387861967086792
63,,,,,,,,,,,,173581709.0,3.6598899364471436,,,,,,,401277293,9.824406147003174,492476095,12.918747901916504,26537.082461351063,29143.81714542369,30279.468765541656,26780.796525106478,29456.004392738396,26657.921418203226,22731.07041739173,24160.63561271857,26500.42118025059,26238.24599193667,24718.482771387233,0.9724253632805564,412099775.0,10.158607721328735,487847994.0,12.733530044555664,505128101.0,13.512084722518921,,
64,,,,,,,,,,,,172546739.0,3.632309913635254,,,,,,,402007150,9.775693893432617,494890884,12.87073016166687,27055.159331570783,29556.00803269929,30704.249145327445,27058.525270173795,29884.628072347405,26968.28398440231,23029.184239781353,24486.225027462286,26894.33316278286,26501.701277725144,25097.080197755,0.9370445121418346,414317238.0,10.142128944396973,490187466.0,12.69669508934021,512501923.0,13.695472240447998,,
65,,,,,,,,,,,,,,,,,,456064323.0,11.047150135040283,412517438,9.878377676010132,516121787,13.106636762619019,27527.192828264593,29957.887712100568,31115.487740138717,27410.414778521335,30286.797512839737,27323.861520577477,23327.954417009547,24833.52200295801,27278.543767954685,26857.23790728138,25454.762773663522,0.9322927756742998,430938472.0,10.353480815887451,511936251.0,12.951735496520996,528203603.0,13.657856464385986,,
66,,,,,,,,,,,,,,,,,,461728249.0,11.058478593826294,419612268,9.902690649032593,520136974,13.064006328582764,27840.159895367993,30377.4986728352,31547.689369127707,27764.523486486443,30706.352004436336,27743.84526277893,23583.512325800224,25154.381864802977,27670.248407212697,27208.018709622935,25813.97112865442,0.9248379360545765,435344833.0,10.301592588424683,516607992.0,12.935805320739746,535611849.0,13.787115097045898,,
67,,,,,,,,,,,,,,,,,,560680327.0,11.202857255935669,471994702,9.008111238479614,617359259,13.251939535140991,28150.596287346514,30778.363002025213,31977.890173021595,28178.386456019885,31096.46478501816,28160.27789487685,23887.04837559371,25513.361268732617,28055.72616036779,27603.385990043433,26160.730357206427,0.9527532079003074,491475243.0,9.395963430404663,614514296.0,13.13955044746399,590806349.0,12.181071758270264,516191489.0,9.944817781448364
68,,,,,,,,,,,,,,,,,,,,355402288,9.749131917953491,463200413,13.359966039657593,28453.019498858135,31157.05121760849,32308.091338309463,28579.188167251574,31499.054070634644,28503.53391095156,24194.039889668897,25761.015170552488,28442.284452504253,27983.09707783679,26497.562872550156,0.9565722996538336,368668489.0,10.141773700714111,463591647.0,13.367792129516602,468742879.0,13.605100631713867,,
69,,,,,,,,,,,,171005117.0,3.645582675933838,,,,,,,400600965,9.792225360870361,491537376,12.874935865402222,28862.21994388745,31559.891534519174,32769.8224844705,28863.98969101259,31831.272262583236,28804.021456777304,24501.699178285755,26081.504235746503,28842.32283925661,28337.376658700217,26847.026301287777,0.93421240828254,411746749.0,10.124890565872192,489155608.0,12.784369230270386,507900983.0,13.634818315505981,,
